
==================================
Iniciando optimización para 10 orientaciones
==================================


Single objective optimization:
20 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              300          0.2763          0.6132        0
    2              450          0.2674          0.5446        0
    3              600          0.2452          0.4766        0
    4              750           0.226          0.4235        0
    5              900          0.1917          0.3604        0
    6             1050          0.1506          0.3246        0
    7             1200          0.1512          0.2794        1
    8             1350           0.143          0.2346        0
    9             1500          0.1398          0.2166        0
   10             1650          0.1341          0.1887        0
   11             1800          0.1318          0.1746        0
   12             1950          0.1281          0.1628        0
   13             2100          0.1245          0.1504        0
   14             2250          0.1267          0.1454        1
   15             2400          0.1245          0.1397        0
   16             2550          0.1237          0.1366        0
   17             2700          0.1244          0.1332        1
   18             2850           0.123          0.1324        0
   19             3000          0.1231          0.1315        1
   20             3150          0.1246          0.1313        2
   21             3300          0.1224          0.1307        0
   22             3450          0.1235          0.1297        1
   23             3600          0.1218          0.1292        0
   24             3750          0.1225          0.1295        1
   25             3900          0.1209          0.1287        0
   26             4050          0.1214          0.1291        1
   27             4200          0.1219          0.1289        2
   28             4350           0.121          0.1288        0
   29             4500           0.121          0.1289        1
   30             4650          0.1202          0.1283        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             4800          0.1209          0.1285        1
   32             4950          0.1215          0.1284        2
   33             5100          0.1199          0.1284        0
   34             5250          0.1204          0.1286        1
   35             5400          0.1194          0.1281        0
   36             5550          0.1168          0.1277        0
   37             5700          0.1187          0.1279        1
   38             5850          0.1204          0.1277        2
   39             6000           0.119          0.1279        0
   40             6150          0.1202          0.1281        1
   41             6300          0.1197          0.1279        0
   42             6450          0.1156          0.1278        0
   43             6600          0.1202          0.1283        1
   44             6750          0.1212          0.1278        2
   45             6900          0.1206          0.1281        0
   46             7050          0.1196          0.1281        0
   47             7200            0.12           0.128        1
   48             7350          0.1195          0.1279        0
   49             7500          0.1202          0.1277        1
   50             7650          0.1215          0.1283        2
   51             7800          0.1211           0.128        0
   52             7950          0.1201           0.128        0
   53             8100          0.1215           0.128        1
   54             8250          0.1207          0.1278        0
   55             8400          0.1205          0.1281        0
   56             8550          0.1198          0.1281        0
   57             8700           0.122          0.1277        1
   58             8850          0.1189          0.1278        0
   59             9000          0.1205          0.1278        1
   60             9150          0.1218          0.1287        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             9300          0.1193          0.1285        0
   62             9450          0.1212          0.1281        1
   63             9600          0.1218          0.1284        2
   64             9750          0.1209          0.1283        0
   65             9900          0.1208          0.1279        0
   66            10050          0.1197          0.1281        0
   67            10200          0.1195          0.1279        0
   68            10350          0.1213          0.1279        1
   69            10500          0.1199          0.1279        0
   70            10650          0.1212          0.1281        1
   71            10800          0.1199          0.1283        0
   72            10950          0.1205          0.1283        1
   73            11100          0.1213          0.1282        2
   74            11250           0.119          0.1282        0
   75            11400          0.1208          0.1279        1
   76            11550          0.1203           0.128        0
   77            11700          0.1196          0.1277        0
   78            11850          0.1188          0.1275        0
   79            12000          0.1222          0.1284        1
   80            12150          0.1217          0.1279        0
   81            12300          0.1208           0.128        0
   82            12450          0.1195          0.1279        0
   83            12600          0.1188          0.1284        0
   84            12750          0.1214          0.1283        1
   85            12900          0.1201          0.1279        0
   86            13050          0.1202           0.128        1
   87            13200          0.1208          0.1276        2
   88            13350          0.1213          0.1274        3
   89            13500          0.1181          0.1276        0
   90            13650          0.1181          0.1273        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91            13800          0.1192          0.1273        2
   92            13950          0.1185          0.1278        0
   93            14100          0.1193          0.1273        1
   94            14250          0.1178          0.1269        0
   95            14400          0.1204          0.1269        1
   96            14550          0.1208          0.1272        2
   97            14700          0.1169          0.1261        0
   98            14850          0.1179          0.1264        1
   99            15000          0.1172          0.1265        0
  100            15150          0.1182          0.1264        1
  101            15300           0.118          0.1265        0
  102            15450          0.1177          0.1268        0
  103            15600          0.1206          0.1265        1
  104            15750          0.1167          0.1262        0
  105            15900          0.1187          0.1265        1
  106            16050          0.1194          0.1269        2
  107            16200          0.1186          0.1266        0
  108            16350          0.1194          0.1263        1
  109            16500          0.1186          0.1269        0
  110            16650            0.12          0.1265        1
